5167.019976710858,5714.291355315925,3883.288683497374,4137.230581862526,3824.732858086722,139.30847020268766,5697.051603728481,4927.455753219893,5670.42661716474,4802.152224152164,8390.631787737588,8886.034208539093,544.4204371328165,11450.964203146708,8096.732451477752,4313.444339121542,2623.0066826824386,6917.310767686211,6990.21596540173,4268.176492877517,7150.619229378487,2384.0391738642543,2827.2299903559388,8719.40154927325
2065.8918585954257,353.2882913753723,5535.954319555481,6182.185444100215,4435.569055599912,1587.5957218067108,3314.6081149091347,5247.596864745695,11894.71662717543,5503.09608825951,11469.368968012846,8152.956184444676,2848.374098669491,13760.69809809646,7574.70269369247,3260.104550864659,1648.002640969917,7491.72905545816,8353.703878158884,1396.881852748851,2443.7240844886746,6405.243077723211,7372.384915952389,5269.911162846384
552.5745744958515,3326.043025934026,5747.161830329971,5631.765427993106,596.8177150992564,765.9661593095594,4514.224783702564,4298.759220456246,4591.012963232187,8454.481354602445,9483.178478836808,8396.409364657433,2319.999094157879,10465.764278680314,5857.52222618942,5685.060987258055,3927.5438691070494,8463.747492560062,5349.524311990513,3898.9533379027116,5867.231940342837,4439.943365319998,3701.996575209286,3772.9898550053254
1974.8252875522937,736.7648716804669,2230.4865450194907,3059.37124860801,4674.825885309827,7016.620000753605,7366.509827210915,5736.501764716329,8382.78382988684,8565.20662387083,8856.008692209425,7735.636169231012,5917.836989291038,9417.733211455852,8675.994908513554,3316.700853052094,1841.9467377789883,7687.312292140785,2480.267132822224,2120.0349372907035,3401.473931762657,5791.981395464489,4430.327063938026,725.633435347675
7493.263627430243,3646.4322626809435,5797.074017517674,1387.241708040818,5353.017251125024,4025.8174453258434,6446.363120991046,9433.766834701346,9415.800307145484,8589.17199180385,8041.966791906969,9911.159081455637,2117.665094515478,8721.48722407686,9769.648274650117,3600.4010912592594,1849.0427734139516,7521.639046986256,6128.5294511642605,3531.3884866968974,4749.9880085268,3047.564876491414,5999.041910633992,3350.2692538611427
3984.9354552933073,337.94947957611396,6048.520008975255,2879.145433773694,5002.839612644698,3087.269441980377,4269.532750693368,906.6465799252752,9936.201305104758,8508.556671430822,5833.195389461075,5660.533621734673,4793.398402749224,8456.655883255333,7156.953826552122,6875.831310949773,4962.934914864534,6651.034067590751,2664.795487293717,1960.9619982026106,4468.888215604008,5653.034893419227,2852.0835532092387,9263.418212469613
1725.5579675482632,4208.2393248794415,3730.1771661480684,4150.962089624684,3818.938479820273,2573.1166072891974,5834.961188652028,5576.904258512157,8990.274328858843,8628.47086296097,7724.556078711832,5235.497144745515,1347.0187587057758,11138.303035213365,7388.123459415244,3687.0271746127055,6758.963106377219,3949.2474723509526,1751.9439637997416,5840.461985405415,1513.386562934495,2783.162109995277,3938.849054058785,2260.870207030946
2529.319877199281,979.3178616674121,3016.605240445673,6641.093936461166,5718.39230461569,2567.7309148519844,298.44985721119554,5156.61687904508,9604.438722104505,1504.0856505285828,12214.928397065196,6350.497515760789,5360.224305262278,9885.992468550066,7451.174521951495,3707.943765081152,2487.141651056729,2583.051792705041,5789.065152275068,1002.7877191210912,5059.359777424981,5347.572472886323,4246.613606433482,4111.81576554441
1557.0245301382633,2019.5472167362043,33.062616171462444,3910.8419848960493,5012.167971693698,4862.370039348472,6254.499697245211,638.3443147998604,6268.807293804714,4623.888698357566,2331.1854268428856,9159.201058714063,4176.059835762434,10407.074209719956,8592.736504079377,2596.777804203277,3923.128396080304,5299.899218506553,7066.743799622129,2373.6317583055647,3217.2321383831513,4147.557605428673,6369.72706345319,4393.198079267655
1397.0744434602002,1135.9780473787646,4480.970642812947,4128.109482053364,2274.29777430603,4321.505480688873,5285.02769863675,4261.820838479132,7175.900329868547,3424.978929295224,10732.734213700089,9040.952793784716,4223.447802364093,8413.379876537747,7751.4431899833835,3395.1666396921046,0.0,8252.296130520208,7171.759859550135,4159.994132389207,794.3031713607226,5236.52272499255,4562.100405464785,4715.662064221278
